Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language,unique_movies,weighted_average
Manadhai Thirudivittai,2001,151,6.3,55,19,16,Manadhai Thirudivittai tamil 2001,6.103625226860254
Mahanati,2018,177,8.5,10122,48,16,Mahanati tamil 2018,8.493973727422004
Kala Pani,1963,120,5.0,1,0,19,Kala Pani urdu 1963,5.562523510971787
Wehshi,1956,120,5.0,1,0,19,Wehshi urdu 1956,5.562523510971787
Parallel Lines,2020,104,5.0,1,1824,16,Parallel Lines tamil 2020,5.562523510971787
Shiva Mera Naam,2004,120,5.0,1,1,5,Shiva Mera Naam hindi 2004,5.562523510971787
Amma Enna Stree,1970,120,5.0,1,0,9,Amma Enna Stree malayalam 1970,5.562523510971787
Do Rangeelay,1972,120,5.0,1,0,13,Do Rangeelay punjabi 1972,5.562523510971787
Karamveer,2004,165,5.0,1,1,5,Karamveer hindi 2004,5.562523510971787
Jananya,2020,120,5.0,1,2114,9,Jananya malayalam 2020,5.562523510971787
Kamsin: The Untouched,1997,88,5.5,11,8,5,Kamsin: The Untouched hindi 1997,5.558609913793104
Mounam,1995,120,5.2,9,11924,17,Mounam telugu 1995,5.47251724137931
Axone,2019,104,7.0,1905,58,5,Axone hindi 2019,6.984618648619615
Aye Dasht e Junoon,2011,120,5.0,1,8,19,Aye Dasht e Junoon urdu 2011,5.562523510971787
Bandhavyalu,1968,120,8.3,7,8,17,Bandhavyalu telugu 1968,6.26698275862069
Shamoo Tangey Wali,2016,125,5.0,1,19,13,Shamoo Tangey Wali punjabi 2016,5.562523510971787
Do Kaliyaan,1968,160,6.4,68,8915,5,Do Kaliyaan hindi 1968,6.20871367686943
MMS Kand,2014,99,7.6,10,19,5,MMS Kand hindi 2014,6.237919911012236
Meraa Dost Meraa Dushman,1984,129,5.2,12,1,5,Meraa Dost Meraa Dushman hindi 1984,5.4477429467084635
Rocky: The Revenge,2019,152,5.0,1,8,16,Rocky: The Revenge tamil 2019,5.562523510971787
Nabhamsi,2023,120,5.0,1,1920,15,Nabhamsi sanskrit 2023,5.562523510971787
Agni Sanket,1988,120,5.0,1,8,2,Agni Sanket bengali 1988,5.562523510971787
Janmantharangal,2008,10,5.0,1,21810,9,Janmantharangal malayalam 2008,5.562523510971787
Dagaa,1977,120,5.0,1,8,10,Dagaa marathi 1977,5.562523510971787
Seemabaddha,1971,110,7.9,1088,8,2,Seemabaddha bengali 1971,7.856244830695563
Seeta Geeta Datithe,1977,140,5.0,1,8,17,Seeta Geeta Datithe telugu 1977,5.562523510971787
Ishq Ne Krazy Kiya Re,2015,120,7.6,18,19,5,Ishq Ne Krazy Kiya Re hindi 2015,6.517320954907161
El cerezo,1992,120,5.0,1,21,11,El cerezo nepali 1992,5.562523510971787
Vilayattu Aarambam,2017,128,3.8,8,1,16,Vilayattu Aarambam tamil 2017,5.095707491082045
Suvashinichi Hi Satwapariksha,2004,120,5.0,1,8,10,Suvashinichi Hi Satwapariksha marathi 2004,5.562523510971787
Padithavudan Kizhithu Vidavum,2018,120,5.0,1,8,16,Padithavudan Kizhithu Vidavum tamil 2018,5.562523510971787
Kitna Satatay Ho,2015,120,5.0,1,0,19,Kitna Satatay Ho urdu 2015,5.562523510971787
Tippu,2015,129,9.0,59,1,17,Tippu telugu 2015,8.10469396551724
Lalkaar,2001,120,5.0,1,1,5,Lalkaar hindi 2001,5.562523510971787
I Love You,1979,120,5.5,26,819,17,I Love You telugu 1979,5.539904622157007
Rodor Sithi,2014,120,7.2,5,815,1,Rodor Sithi assamese 2014,5.899058355437666
Navila Kinnari,2018,120,5.0,1,8,6,Navila Kinnari kannada 2018,5.562523510971787
Tsering: On Top of the World,2017,15,5.0,1,7212,11,Tsering: On Top of the World nepali 2017,5.562523510971787
Kureyon Shin-chan: Densetsu o yobu odore! Amîgo!,2006,90,5.7,115,3513,17,Kureyon Shin-chan: Densetsu o yobu odore! Amîgo! telugu 2006,5.6829082150101415
Teriyan Mohabbatan,1999,120,5.0,1,19,13,Teriyan Mohabbatan punjabi 1999,5.562523510971787
Ramakrishnulu,1978,120,8.1,37,0,17,Ramakrishnulu telugu 1978,7.190957193816884
The Porter: The Untold Story at Everest,2020,55,7.4,209,72,11,The Porter: The Untold Story at Everest nepali 2020,7.234676161919041
St.Mark's Road,0,120,5.0,1,13,6,St.Mark's Road kannada 0,5.562523510971787
Kudumbasree Travels,2011,133,3.0,73,58,9,Kudumbasree Travels malayalam 2011,3.5784629493763758
Vishnu,2011,120,5.0,1,8,6,Vishnu kannada 2011,5.562523510971787
Adachanegaagi Kshamisi,2019,115,5.0,1,1,6,Adachanegaagi Kshamisi kannada 2019,5.562523510971787
My Name Is Anthony Gonsalves,2008,120,3.5,463,156,5,My Name Is Anthony Gonsalves hindi 2008,3.590651895126817
Soundarya,2007,120,5.0,1,8,6,Soundarya kannada 2007,5.562523510971787
Kaaliyan,0,120,5.0,1,0,9,Kaaliyan malayalam 0,5.562523510971787
Ajab Khan,1961,120,5.0,1,112,19,Ajab Khan urdu 1961,5.562523510971787
Mahatma Kabir,1954,120,5.0,1,0,5,Mahatma Kabir hindi 1954,5.562523510971787
Maine Dil Tujhko Diya,2014,135,5.0,1,19,3,Maine Dil Tujhko Diya bhojpuri 2014,5.562523510971787
Shurjosnan,1962,120,5.0,1,89,2,Shurjosnan bengali 1962,5.562523510971787
Tum Mere Kya Ho,2015,40,8.4,13,168,19,Tum Mere Kya Ho urdu 2015,6.663985801217039
Gharwali Baharwali,2016,112,5.0,1,8,3,Gharwali Baharwali bhojpuri 2016,5.562523510971787
Cartoon,1949,120,7.8,6,8,2,Cartoon bengali 1949,6.080574712643678
Women Diaries,2021,120,5.0,1,8,17,Women Diaries telugu 2021,5.562523510971787
Bhooton Ka Mahal,2000,120,5.0,1,13,5,Bhooton Ka Mahal hindi 2000,5.562523510971787
Faqeer Badshah,1987,120,5.0,1,1,5,Faqeer Badshah hindi 1987,5.562523510971787
Nayan,1977,120,5.0,1,0,2,Nayan bengali 1977,5.562523510971787
Bhakta Prahlad,1932,120,5.5,6,8,5,Bhakta Prahlad hindi 1932,5.569463601532568
Danger,2018,120,5.0,1,1324,5,Danger hindi 2018,5.562523510971787
Badle Ki Jwala,1986,120,5.0,1,1,5,Badle Ki Jwala hindi 1986,5.562523510971787
Oru Naal Oru Kanavu,2005,146,5.8,38,19,9,Oru Naal Oru Kanavu malayalam 2005,5.725008766803039
Asthi the Ashes,2021,110,5.0,1,4,5,Asthi the Ashes hindi 2021,5.562523510971787
Kotikokkadu,1983,121,5.0,1,0,17,Kotikokkadu telugu 1983,5.562523510971787
Ilaya Raagam,1995,120,5.0,1,0,16,Ilaya Raagam tamil 1995,5.562523510971787
Athbhutha Dweepu,2005,127,5.4,254,125,9,Athbhutha Dweepu malayalam 2005,5.414456426332289
Yamaho Yama,2012,140,4.1,13,5,17,Yamaho Yama telugu 2012,5.019868154158215
Bill Gates,2019,136,3.9,15,5,6,Bill Gates kannada 2019,4.885431034482759
Bhago Boot,2001,81,6.9,11,9,5,Bhago Boot hindi 2001,6.039859913793103
Jasa Baap Tashi Poore,1991,120,5.0,1,58,10,Jasa Baap Tashi Poore marathi 1991,5.562523510971787
Lovely,2012,139,5.4,155,19,17,Lovely telugu 2012,5.422588166144201
Aamako Man,2018,60,5.0,1,89,11,Aamako Man nepali 2018,5.562523510971787
Chetak & Rana,1958,120,5.0,1,12,5,Chetak & Rana hindi 1958,5.562523510971787
Little Soldiers,1996,105,7.9,403,9155,17,Little Soldiers telugu 1996,7.785555465191933
Nuvvakkada Nenikkada,2022,120,5.0,1,19,17,Nuvvakkada Nenikkada telugu 2022,5.562523510971787
Bhabhi Ka Ashirwad,1972,120,5.0,1,8,5,Bhabhi Ka Ashirwad hindi 1972,5.562523510971787
Paramparai,1996,150,5.8,6,8,16,Paramparai tamil 1996,5.636130268199234
Utraan,2020,143,3.7,19,1510,16,Utraan tamil 2020,4.691887931034483
Timir,2022,100,5.0,1,131624,5,Timir hindi 2022,5.562523510971787
Soorya Vamsam,1975,120,7.0,5,0,9,Soorya Vamsam malayalam 1975,5.860596816976128
Poonam Ki Raat,1965,136,6.8,22,192416,5,Poonam Ki Raat hindi 1965,6.208732959101844
Dhadpad,2019,140,5.0,1,5,10,Dhadpad marathi 2019,5.562523510971787
Pallavi Illada Charana,2008,120,5.0,1,8,6,Pallavi Illada Charana kannada 2008,5.562523510971787
Milan,1964,120,5.0,1,8,19,Milan urdu 1964,5.562523510971787
Ishq Jalebi,2021,120,5.0,1,9,19,Ishq Jalebi urdu 2021,5.562523510971787
Nadan Premam,1972,120,5.0,1,0,9,Nadan Premam malayalam 1972,5.562523510971787
Saat Samundaron Ki Mallika,1947,120,5.0,1,0,5,Saat Samundaron Ki Mallika hindi 1947,5.562523510971787
Koi Kisise Kum Nahin,1997,120,6.4,25,6816,5,Koi Kisise Kum Nahin hindi 1997,6.029902548725637
Kaam,2001,120,5.0,1,24,5,Kaam hindi 2001,5.562523510971787
Munnariv,0,120,5.0,1,20,9,Munnariv malayalam 0,5.562523510971787
Mantu,1978,60,5.0,1,8,2,Mantu bengali 1978,5.562523510971787
Daak Bangla,1966,120,5.0,1,8,2,Daak Bangla bengali 1966,5.562523510971787
PK Lele a Salesman,2018,135,5.5,11,519,5,PK Lele a Salesman hindi 2018,5.558609913793104
Saheba subrahmanyam,2014,120,5.0,1,19,17,Saheba subrahmanyam telugu 2014,5.562523510971787
Zaroorat,1972,140,6.4,14,8,5,Zaroorat hindi 1972,5.913586206896552
Babar Adesh,1995,120,5.4,7,1,2,Babar Adesh bengali 1995,5.54198275862069
Samanta,1972,120,5.0,1,8,5,Samanta hindi 1972,5.562523510971787
Nanda Loves Nanditha,2008,141,5.0,1,8,6,Nanda Loves Nanditha kannada 2008,5.562523510971787
Abhagini,1991,150,6.3,18,8,2,Abhagini bengali 1991,5.9173209549071615
Proloy,2013,122,7.2,1241,6,2,Proloy bengali 2013,7.1731977157221705
Atruptha,2018,222,5.0,1,8,6,Atruptha kannada 2018,5.562523510971787
Rai,0,120,5.0,1,6,5,Rai hindi 0,5.562523510971787
Periya Kudumbam,1995,150,4.9,26,0,16,Periya Kudumbam tamil 1995,5.207989728539985
Maldar,1951,120,5.0,1,0,5,Maldar hindi 1951,5.562523510971787
Radha Rani,1932,176,5.0,1,8,5,Radha Rani hindi 1932,5.562523510971787
Maya,2015,120,8.7,12,218,11,Maya nepali 2015,6.720470219435737
Jeeudo,2020,150,9.1,157,819,11,Jeeudo nepali 2020,8.685817512592019
Yokkiyan Varan Somba Thooki Ulla Vai,2016,126,5.0,1,8,16,Yokkiyan Varan Somba Thooki Ulla Vai tamil 2016,5.562523510971787
Akhand Saubhagyavati,1981,120,5.0,1,8,5,Akhand Saubhagyavati hindi 1981,5.562523510971787
Pyaar Mein Sauda Nahin,1982,120,5.0,1,819,5,Pyaar Mein Sauda Nahin hindi 1982,5.562523510971787
Banthi Poola Janaki,2016,120,7.9,7,5824,17,Banthi Poola Janaki telugu 2016,6.16698275862069
Mala Kahich Problem Nahi,2017,134,7.3,77,8,10,Mala Kahich Problem Nahi marathi 2017,6.933423645320197
Alladin II,1936,120,5.0,1,210,5,Alladin II hindi 1936,5.562523510971787
Hearts in the Dust,2018,89,5.0,1,58,2,Hearts in the Dust bengali 2018,5.562523510971787
Dubai Babu,2009,158,5.0,1,8,6,Dubai Babu kannada 2009,5.562523510971787
Ghare & Baire,2018,120,6.5,276,5819,2,Ghare & Baire bengali 2018,6.435607802159526
Arante Mulla Kochu Mulla,1984,120,5.6,17,5819,9,Arante Mulla Kochu Mulla malayalam 1984,5.594092558983666
Akeli Mat Jaiyo,1963,120,6.3,21,519,5,Akeli Mat Jaiyo hindi 1963,5.944655172413793
Pooja,1988,120,5.0,1,8,5,Pooja hindi 1988,5.562523510971787
Bir Purush,1988,145,5.3,7,16,2,Bir Purush bengali 1988,5.51698275862069
Adhikaar,2013,120,5.0,1,8,1,Adhikaar assamese 2013,5.562523510971787
Kakki Chattaya Karupu Chattaya,1999,113,5.0,1,8,16,Kakki Chattaya Karupu Chattaya tamil 1999,5.562523510971787
Gajendra,2004,145,3.5,73,1,16,Gajendra tamil 2004,3.9667608217168016
Naya Din Nai Raat,1974,132,7.0,143,89,5,Naya Din Nai Raat hindi 1974,6.819362910008411
Atharva,2018,137,5.7,7,819,6,Atharva kannada 2018,5.616982758620689
Njan ninne premikkunnu,1975,120,5.0,1,19,9,Njan ninne premikkunnu malayalam 1975,5.562523510971787
Yaar Dilber,1982,120,5.0,1,19,5,Yaar Dilber hindi 1982,5.562523510971787
Manam Konda Kadhal,2014,116,5.0,1,8,16,Manam Konda Kadhal tamil 2014,5.562523510971787
Mr. Micheal,1980,120,5.0,1,0,9,Mr. Micheal malayalam 1980,5.562523510971787
Bye Bye Bangkok,2011,120,6.3,68,5,2,Bye Bye Bangkok bengali 2011,6.132309182487408
Pagli Duniya,1944,120,5.0,1,0,5,Pagli Duniya hindi 1944,5.562523510971787
Mera Haq,1939,120,5.0,1,0,5,Mera Haq hindi 1939,5.562523510971787
Kartooz,2014,97,3.0,7,12,5,Kartooz hindi 2014,4.94198275862069
Paropakaram,1953,120,5.0,1,0,17,Paropakaram telugu 1953,5.562523510971787
Rizwan,2020,130,5.0,1,8,5,Rizwan hindi 2020,5.562523510971787
Gadaar: The Traitor,2015,126,6.4,101,24,13,Gadaar: The Traitor punjabi 2015,6.260455059355569
Agadam,2013,123,7.5,17,24,16,Agadam tamil 2013,6.444092558983667
Bala Gopaludu,1989,120,3.6,111,8,17,Bala Gopaludu telugu 1989,3.9164811912225703
The Eternal,2015,15,5.0,1,218,9,The Eternal malayalam 2015,5.562523510971787
Khunnus,1978,120,5.0,1,8,5,Khunnus hindi 1978,5.562523510971787
Ithu Ente Neethi,1987,120,5.0,1,0,9,Ithu Ente Neethi malayalam 1987,5.562523510971787
Kalichaat,2018,70,9.4,5,8,5,Kalichaat hindi 2018,6.3221352785145895
Dhangarwada,2015,120,5.0,1,8,10,Dhangarwada marathi 2015,5.562523510971787
Thathi Thavadhu Manasu,2003,120,5.0,1,8,16,Thathi Thavadhu Manasu tamil 2003,5.562523510971787
Desh Premee,1982,165,6.0,532,158,5,Desh Premee hindi 1982,5.984404190309909
Savita Damodar Paranjpe,2018,108,5.9,251,24,10,Savita Damodar Paranjpe marathi 2018,5.8760129310344835
Dhand,2015,120,7.8,13,15,18,Dhand tulu 2015,6.434574036511156
One,2017,148,6.0,251,824,2,One bengali 2017,5.968292342799189
Mama Alludu Sawal,1980,144,5.0,1,8,17,Mama Alludu Sawal telugu 1980,5.562523510971787
Leeches,2016,27,7.2,211,218,12,Leeches oriya 2016,7.054204815695601
Judge Singh LLB,2015,137,7.3,208,8,13,Judge Singh LLB punjabi 2015,7.143124529438337
Thandege Thakka Maga,2006,120,5.0,1,8,6,Thandege Thakka Maga kannada 2006,5.562523510971787
Gaman,1978,119,7.1,179,8,5,Gaman hindi 1978,6.9413775862068965
Munna Bhai M.B.B.S.,2003,156,8.1,74793,58,5,Munna Bhai M.B.B.S. hindi 2003,8.099295259139216
Dravida Puthri,2017,82,5.0,1,8,9,Dravida Puthri malayalam 2017,5.562523510971787
Des Pardes,2015,30,5.0,1,7,19,Des Pardes urdu 2015,5.562523510971787
Village of the Vampire,2020,152,4.6,693,131624,9,Village of the Vampire malayalam 2020,4.629097363083164
Daughter,1994,120,5.0,1,0,19,Daughter urdu 1994,5.562523510971787
O Ke?,1965,120,5.0,1,8,2,O Ke? bengali 1965,5.562523510971787
Dilawar Khan,1988,165,5.0,1,189,13,Dilawar Khan punjabi 1988,5.562523510971787
Changu Mangu,1990,120,7.4,10,524,10,Changu Mangu marathi 1990,6.173403781979978
Anand Mahal,1977,120,5.0,1,8,5,Anand Mahal hindi 1977,5.562523510971787
Doraemon: Nobita no nankai daibôken,1998,100,6.8,272,325,5,Doraemon: Nobita no nankai daibôken hindi 1998,6.713227021301636
Aag Hi Aag,1988,120,5.0,1,0,19,Aag Hi Aag urdu 1988,5.562523510971787
Thurthu Nirgamana,2020,120,5.0,1,10,6,Thurthu Nirgamana kannada 2020,5.562523510971787
Kattumaram,2018,73,6.3,13,8,16,Kattumaram tamil 2018,5.86104462474645
Pravachakan,1993,120,5.5,30,5,9,Pravachakan malayalam 1993,5.536774847870183
Romiyo Whisky,2021,144,5.0,1,8,4,Romiyo Whisky gujarati 2021,5.562523510971787
Prem Ki Ragni,1935,120,5.0,1,0,5,Prem Ki Ragni hindi 1935,5.562523510971787
Rajadhi Raja,1992,120,6.2,6,0,6,Rajadhi Raja kannada 1992,5.725019157088123
Chinnappadhaas,1989,137,6.2,10,0,16,Chinnappadhaas tamil 1989,5.78630700778643
Anjan Bharathi,1998,120,5.0,1,1,5,Anjan Bharathi hindi 1998,5.562523510971787
Dhruva Kumar,1938,120,5.0,1,0,5,Dhruva Kumar hindi 1938,5.562523510971787
Mujhe Shakti Do,1984,120,5.0,1,1824,5,Mujhe Shakti Do hindi 1984,5.562523510971787
Meri Kahani,1948,120,5.0,1,8,5,Meri Kahani hindi 1948,5.562523510971787
Devi Ahilya Bai,2002,146,7.0,16,4812,5,Devi Ahilya Bai hindi 2002,6.1993383038210625
Lift Kodla,2010,120,5.0,1,8,6,Lift Kodla kannada 2010,5.562523510971787
Sadhu Sant,1991,120,4.1,15,8,5,Sadhu Sant hindi 1991,4.9687643678160915
Diary of a Recovering Drug Addict,2020,120,5.0,1,21,1,Diary of a Recovering Drug Addict assamese 2020,5.562523510971787
Vaanil Uyare: Iniyum,2020,120,5.0,1,2119,9,Vaanil Uyare: Iniyum malayalam 2020,5.562523510971787
Kumara Raja,1978,150,8.4,31,8,17,Kumara Raja telugu 1978,7.2649137931034495
Prarabdh,2018,145,5.0,1,8,5,Prarabdh hindi 2018,5.562523510971787
Maikhana,1964,120,5.0,1,15,19,Maikhana urdu 1964,5.562523510971787
Virndavani Vairagya,2018,91,5.0,1,8,2,Virndavani Vairagya bengali 2018,5.562523510971787
Aai,2004,162,4.7,55,1,16,Aai tamil 2004,4.945730490018149
Adhoori Pyaas,2004,120,5.0,1,24,5,Adhoori Pyaas hindi 2004,5.562523510971787
Khooni Sholay,1992,120,5.0,1,0,19,Khooni Sholay urdu 1992,5.562523510971787
Luck Unnodu,2017,118,5.6,745,5,17,Luck Unnodu telugu 2017,5.59970694156838
Operation Jackpot,0,120,5.0,1,25,2,Operation Jackpot bengali 0,5.562523510971787
Murder,2004,130,5.4,3726,81924,5,Murder hindi 2004,5.401060986720411
Ghoonghat Mein Ghotala,2018,156,5.0,1,8,3,Ghoonghat Mein Ghotala bhojpuri 2018,5.562523510971787
Mooga Nomu,1969,168,8.0,20,8,17,Mooga Nomu telugu 1969,6.765256518082422
Kudi Canada Di,1993,124,5.0,1,8,13,Kudi Canada Di punjabi 1993,5.562523510971787
Superman,1987,123,4.2,294,1220,5,Superman hindi 1987,4.292620689655172
Parama Guru,2012,130,5.0,1,8,16,Parama Guru tamil 2012,5.562523510971787
Patton Ki Bazi,1986,120,5.0,1,18,5,Patton Ki Bazi hindi 1986,5.562523510971787
Naach Ghar,1963,120,5.0,1,8,19,Naach Ghar urdu 1963,5.562523510971787
Joru Ka Bhai,1955,120,5.0,1,59,5,Joru Ka Bhai hindi 1955,5.562523510971787
Agyaat,2009,130,2.8,612,81316,5,Agyaat hindi 2009,2.892536362150678
Karishma Kismat Ka,1990,120,5.0,1,1,5,Karishma Kismat Ka hindi 1990,5.562523510971787
Baat Cheet,2015,10,5.0,1,218,19,Baat Cheet urdu 2015,5.562523510971787
Sathihara,2006,116,6.7,52,81519,2,Sathihara bengali 2006,6.380486537553142
Swimming Pool,1976,120,6.9,7,0,9,Swimming Pool malayalam 1976,5.91698275862069
Zaib-un-nisa,2001,120,8.5,17,8,19,Zaib-un-nisa urdu 2001,6.891460980036298
Kerintha,2015,141,6.8,77,819,17,Kerintha telugu 2015,6.540566502463054
Vetagadu,1995,143,5.0,1,8,17,Vetagadu telugu 1995,5.562523510971787
Pagalil Pournami,1990,120,7.1,12,0,16,Pagalil Pournami tamil 1990,6.138652037617555
Agrahara,2007,120,5.0,1,8,6,Agrahara kannada 2007,5.562523510971787
Ee Bandhana,2007,170,7.7,24,8919,6,Ee Bandhana kannada 2007,6.715011494252874
Hamari Jung,1987,120,5.0,1,1,5,Hamari Jung hindi 1987,5.562523510971787
Kahani Kamini Ki,2001,120,5.0,1,24,5,Kahani Kamini Ki hindi 2001,5.562523510971787
Chala Murari Hero Banne,1977,128,7.0,65,51519,5,Chala Murari Hero Banne hindi 1977,6.655529270248596
Akhanda,2021,120,5.0,1,18,17,Akhanda telugu 2021,5.562523510971787
Balidan,1992,120,5.0,1,8,5,Balidan hindi 1992,5.562523510971787
Gokul Ka Raja,1954,120,5.0,1,8,5,Gokul Ka Raja hindi 1954,5.562523510971787
& Jara Hatke,2016,110,2.9,88,8919,10,& Jara Hatke marathi 2016,3.418124011388801
Mastram,2013,98,4.8,508,48,5,Mastram hindi 2013,4.831333680985595
Super,2005,151,5.1,612,15,17,Super telugu 2005,5.116233044615133
Aankh Ki Sharm,1943,120,5.0,1,0,5,Aankh Ki Sharm hindi 1943,5.562523510971787
Piya Naam Ka Diya 2019,2019,40,5.0,1,819,19,Piya Naam Ka Diya 2019 urdu 2019,5.562523510971787
2 October,2003,122,5.2,32,1624,5,2 October hindi 2003,5.354255042290175
Kaamannana Makkalu,2008,120,6.6,75,158,17,Kaamannana Makkalu telugu 2008,6.378911637931034
Naram Garam,2014,120,5.0,1,5,19,Naram Garam urdu 2014,5.562523510971787
Dil Kya Karay,2019,120,8.9,16,8919,19,Dil Kya Karay urdu 2019,7.020959925442684
Bahadur Beti,1935,120,5.0,1,0,5,Bahadur Beti hindi 1935,5.562523510971787
Pada,2021,120,5.0,1,8,9,Pada malayalam 2021,5.562523510971787
Pannaipurathu Pandavargal,1982,120,5.0,1,0,16,Pannaipurathu Pandavargal tamil 1982,5.562523510971787
Nath,1952,120,5.0,1,0,13,Nath punjabi 1952,5.562523510971787
Christopher Columbus,0,120,5.0,1,24,9,Christopher Columbus malayalam 0,5.562523510971787
Abar Bonobashe Rupban,1966,120,5.0,1,10,2,Abar Bonobashe Rupban bengali 1966,5.562523510971787
My Father Iqbal,2016,104,6.2,13,8,5,My Father Iqbal hindi 2016,5.822809330628804
Kutty Pattalam,2020,60,5.0,1,8,9,Kutty Pattalam malayalam 2020,5.562523510971787
Karungali,2011,152,4.4,8,8,16,Karungali tamil 2011,5.261224732461356
The Last Hunt,2017,16,5.0,1,218,19,The Last Hunt urdu 2017,5.562523510971787
Unda,2019,130,7.9,3377,1524,9,Unda malayalam 2019,7.885719693125775
Aa Nimisham,1977,120,4.2,10,8,9,Aa Nimisham malayalam 1977,5.141145717463849
Ramat Ramade Ram,1964,120,5.0,1,0,4,Ramat Ramade Ram gujarati 1964,5.562523510971787
Chennai 600028 II: Second Innings,2016,154,7.0,1018,5819,16,Chennai 600028 II: Second Innings tamil 2016,6.971487504563407
Janam Janam Na Saath,1977,120,5.0,1,19,4,Janam Janam Na Saath gujarati 1977,5.562523510971787
The Buddha of Suburbia,1993,222,7.2,407,58,12,The Buddha of Suburbia oriya 1993,7.12097083467612
Operation Alamelamma,2017,138,8.0,756,24,6,Operation Alamelamma kannada 2017,7.934846225535881
Deep Nebhe Nai,1970,120,5.0,1,8,2,Deep Nebhe Nai bengali 1970,5.562523510971787
Adavilo Abhimanyudu,1989,120,5.0,1,224,17,Adavilo Abhimanyudu telugu 1989,5.562523510971787
Singapore Vignettes,2021,67,9.2,12,8,5,Singapore Vignettes hindi 2021,6.9022884012539185
Kashmir Bullodu,1975,120,5.0,1,0,17,Kashmir Bullodu telugu 1975,5.562523510971787
Tenali Raman,1956,195,6.9,30,5812,16,Tenali Raman tamil 1956,6.360304259634889
Mera Challenge,2017,106,5.0,1,6,13,Mera Challenge punjabi 2017,5.562523510971787
Aakhri Pal,2015,93,5.0,1,8,5,Aakhri Pal hindi 2015,5.562523510971787
Pathala Bhairavi,1951,192,8.4,640,129,16,Pathala Bhairavi tamil 1951,8.310704262089832
Aar Ya Paar,1997,180,6.1,228,24,5,Aar Ya Paar hindi 1997,6.056929788117989
Sarothi,1991,120,5.0,1,0,1,Sarothi assamese 1991,5.562523510971787
Khakee,2004,174,7.4,15066,168,12,Khakee oriya 2004,7.397479652498269
Aasegobba Meesegobba,1990,147,7.9,34,0,6,Aasegobba Meesegobba kannada 1990,7.017736677115988
Tahader Katha,1992,95,7.1,142,8,2,Tahader Katha bengali 1992,6.905371271419504
Shehzaade,1989,120,4.8,32,1,5,Shehzaade hindi 1989,5.112745608327911
Kaalo,2010,79,3.2,246,1813,5,Kaalo hindi 2010,3.3879232855482373
Kalpana,1970,120,5.0,1,0,9,Kalpana malayalam 1970,5.562523510971787
Target,2010,120,6.2,20,8,2,Target bengali 2010,5.8872077375946175
Khushi Khushiyagi,2015,151,5.0,1,8,6,Khushi Khushiyagi kannada 2015,5.562523510971787
Mayagadu,2011,140,5.0,12,58,17,Mayagadu telugu 2011,5.375015673981192
Gunahgar,1975,119,5.0,1,0,13,Gunahgar punjabi 1975,5.562523510971787
Loves,2004,120,5.0,1,8,16,Loves tamil 2004,5.562523510971787
Shri,2006,120,5.0,1,8,6,Shri kannada 2006,5.562523510971787
Love 2002,2002,120,5.0,1,19,5,Love 2002 hindi 2002,5.562523510971787
Koinu Ladakvayo,1980,120,5.0,1,0,4,Koinu Ladakvayo gujarati 1980,5.562523510971787
Chalanggai,2007,98,7.1,11,8,16,Chalanggai tamil 2007,6.108609913793103
Parijatha,2012,144,7.1,16,58,6,Parijatha kannada 2012,6.242581547064305
Shongram,2019,107,6.3,80,1812,19,Shongram urdu 2019,6.152232843974052
Moula Dad,1981,120,5.0,1,18,13,Moula Dad punjabi 1981,5.562523510971787
Uthama Puthiran,1940,120,5.0,1,0,16,Uthama Puthiran tamil 1940,5.562523510971787
